importer,good,nexp_bin,f_bin,final_source,n_exporters,fstat_kp,sigma_pub,sigma_se_pub,sigma_base,boot_n_ok,boot_yield,boot_med,boot_sd,boot_mad_sd,base_source,boot_share_same,boot_share_hliml,boot_share_step2,boot_share_boundary,boot_n_same,boot_med_same,boot_sd_same,boot_mad_sd_same,boot_med_se_same,ratio_sd,ratio_mad,ratio_sd_same,ratio_mad_same,ratio_se_same
324,0811,4-9,F<2,hliml_boundary,4,0.167890581613593,8.56266387734362,5.64445719785657,8.56266387734362,189,0.473684210526316,8.80887574167176,2.05985587690141,1.76596082539745,hliml_boundary,0.920634920634921,0.0740740740740741,0.00529100529100529,0.920634920634921,174,9.01656948108694,1.51182761436609,1.4580340873405,5.47036495770137,0.364934271746028,0.312866368455776,0.267842869805123,0.258312542062357,0.969156956275386
324,9107,4-9,F<2,hliml_boundary,7,1.22880525851751,1.69916788445227,2.54020543002487,1.69916788445227,252,0.631578947368421,4.31396421714475,3.75454702407247,4.83254840884271,hliml_boundary,0.694444444444445,0.00396825396825397,0.301587301587302,0.694444444444445,175,6.30692598983629,4.12146206203988,5.47535152746873,2.81999287876207,1.47804857815602,1.9024242495204,1.6224916352531,2.15547587716758,1.11014363068048
218,9109,4-9,F<2,hliml_boundary,8,0.681088302426366,1.01142646782566,0.595594833894584,1.01142646782566,219,0.548872180451128,3.00600789925401,3.50831056085897,2.77120921313552,hliml_boundary,0.698630136986301,0.0776255707762557,0.223744292237443,0.698630136986301,153,2.55511122501245,3.76216809454669,2.18646403577581,0.91732577389639,5.89043148329241,4.65284293185458,6.3166566941925,3.67105943729996,1.54018423547769
580,8539,4-9,F<2,hliml_boundary,4,0.153296399549311,1.70077403999391,0.213620131288994,1.70077403999391,106,0.265664160401002,1.6987767272022,0.752625868443231,0.667018799067782,hliml_boundary,0.867924528301887,0.0283018867924528,0.10377358490566,0.867924528301887,92,1.55618071640648,0.647032844448851,0.435651651225367,0.243328524895582,3.52319729372812,3.12245290293082,3.02889451731269,2.03937544929227,1.13907113260967
72,4803,4-9,F<2,hliml_boundary,8,0.661056146183846,3.68272101607349,5.5662342801248,3.68272101607349,298,0.746867167919799,3.64470728186935,3.69985505079469,3.5348007334794,hliml_boundary,0.48993288590604,0.295302013422819,0.214765100671141,0.48993288590604,146,4.2772452482662,3.80978805492712,4.16915584722546,4.69881807435893,0.664696249672002,0.635043470250798,0.684446227592437,0.749008330840862,0.844164625110529
31,5902,4-9,F<2,hliml_boundary,5,0.329714186235107,5.71206620265245,2.71901271686887,5.71206620265245,134,0.335839598997494,5.69068631318717,2.86161693452212,2.8365335568496,hliml_boundary,0.917910447761194,0.0671641791044776,0.0149253731343284,0.917910447761194,123,6.04340987452845,2.66666218982698,2.59460931731064,2.59391577832707,1.05244705799592,1.04322187949016,0.980746494226709,0.954246848943948,0.953991778793203
670,8902,4-9,F<2,hliml_boundary,5,0.362473047642101,1.32751236068871,0.0504119562867934,1.32751236068871,223,0.558897243107769,1.33012363063572,0.225695328495335,0.0263899727391572,hliml_boundary,0.466367713004484,0.430493273542601,0.103139013452915,0.466367713004484,104,1.32858757559228,0.0733099985966932,0.0238416323937737,0.0420050939364931,4.4770198405187,0.523486384639088,1.45421848300496,0.472936068145,0.833236736490176
50,7115,4-9,F<2,hliml_boundary,9,1.35868440396435,2.17694138040544,0.521394885089206,2.17694138040544,307,0.769423558897243,2.57415371843758,2.80425341085183,1.21279296973354,hliml_boundary,0.788273615635179,0.0618892508143323,0.149837133550489,0.788273615635179,242,2.57718208617375,2.7705846091026,0.958530665359688,0.333613988085854,5.37836770372622,2.32605459780459,5.31379322723616,1.83839675603203,0.639848985148321
90,3104,4-9,F<2,hliml_boundary,6,0.436158173580902,1.04352887656656,0.432644641356112,1.04352887656656,206,0.516290726817043,1.67898245631625,1.37699743319174,0.401299764190827,hliml_boundary,0.611650485436893,0.296116504854369,0.0922330097087379,0.611650485436893,126,1.65970382838326,1.53169664260033,0.672804235094949,0.402507361333297,3.18274468597504,0.927550524913391,3.54031113802606,1.55509665619818,0.930341723571681
20,1702,4-9,F<2,hliml_boundary,7,0.683191241810505,1.8841293009639,0.842809960614253,1.8841293009639,195,0.488721804511278,2.04733173201859,2.38082416697272,0.759006750882463,hliml_boundary,0.297435897435897,0.512820512820513,0.18974358974359,0.297435897435897,58,1.48585534578984,1.29298171751729,0.571691696446792,0.371690830656153,2.82486477169484,0.900566896871137,1.5341319845994,0.678316255339619,0.44101380859958
233,0903,10-19,F<2,hliml,13,0.579039119784961,2.29818277228413,1.18172250153249,2.29818277228413,317,0.794486215538847,2.498039524948,2.80294955121223,1.87807849030601,hliml,0.823343848580442,0.823343848580442,0.135646687697161,0.0410094637223975,261,1.88427099383323,1.90472600811313,1.04080867843237,0.893751030152327,2.37191857443459,1.58927200579702,1.61182173111117,0.880755572549917,0.756312102878033
72,5705,10-19,F<2,hliml,19,1.32196808553449,1.85882454755646,0.281465797627092,1.85882454755646,235,0.588972431077694,1.85261801854511,2.63384137567135,0.509125354990919,hliml,0.506382978723404,0.506382978723404,0.0723404255319149,0.421276595744681,119,1.85261801854511,0.926655877562389,0.232366029481088,0.284115951100489,9.35758944026612,1.80883560021544,3.29225037420034,0.825556893377664,1.00941554354291
788,7505,10-19,F<2,hliml,19,0.968102370641092,2.03171574765378,0.174647861372873,2.03171574765378,395,0.989974937343358,2.03380132113029,1.28169331241058,0.236006622367149,hliml,0.772151898734177,0.772151898734177,0.134177215189873,0.0936708860759494,305,2.03380132113029,0.65325082760014,0.153851310420285,0.198710741298831,7.33872892765723,1.35132844176817,3.74038835898167,0.880922956690617,1.13777941359719
626,3920,10-19,F<2,hliml,12,0.97199113110841,1.95385090150743,0.452367595144253,1.95385090150743,382,0.957393483709273,2.28268230698439,2.81769043323312,1.09678415007173,hliml,0.696335078534031,0.696335078534031,0.0732984293193717,0.230366492146597,266,2.00686085466374,1.04560782562133,0.651169350006466,0.404655788167711,6.22876276611856,2.42454181476456,2.31141186248741,1.43946948675406,0.894528680903133
646,2835,10-19,F<2,hliml,17,0.695290958984081,1.29088498552235,0.186340325129364,1.29088498552235,365,0.914786967418546,1.46680990445989,2.90801648423267,0.27511422623146,hliml,0.432876712328767,0.432876712328767,0.197260273972603,0.36986301369863,158,1.42746023462677,1.16667044403013,0.143206914274823,0.176210108108764,15.6059429552557,1.47640735326862,6.26096602128491,0.768523475395909,0.945635937827371
360,9110,10-19,F<2,hliml,15,1.319104891981,1.18734933320045,0.0849454041751203,1.18734933320045,357,0.894736842105263,1.32666434838846,1.81656587006379,0.279288099851964,hliml,0.69187675070028,0.69187675070028,0.2296918767507,0.0784313725490196,247,1.27681983457325,0.500342810206125,0.162092004230596,0.0922775681828134,21.3850989079859,3.28785415248827,5.89016928066687,1.90819039363722,1.08631619425316
894,1519,10-19,F<2,hliml,14,0.865285758070565,2.21717789263829,1.31009523192576,2.21717789263829,348,0.87218045112782,3.83352756580473,3.49847659469131,3.30276819814777,hliml,0.419540229885057,0.419540229885057,0.238505747126437,0.341954022988506,146,3.0069778815975,1.62775212541198,1.07551513332973,0.615413211276479,2.67039869273378,2.52101382988235,1.24246855170924,0.820944239106028,0.469746928528133
132,0405,10-19,F<2,hliml,14,1.97316744196321,2.28016851016399,0.56668971250965,2.28016851016399,389,0.974937343358396,2.38802328840887,2.3051051099958,1.01839060540472,hliml,0.879177377892031,0.879177377892031,0.0976863753213368,0.0231362467866324,342,2.25214287313926,1.65827034207235,0.822450322339921,0.690566992936799,4.06766711854955,1.79708680592535,2.92624041952078,1.45132389768928,1.21859807526511
440,8109,10-19,F<2,hliml,10,0.934377091843441,2.26443499176445,0.220966184793528,2.26443499176445,308,0.771929824561403,2.9740343983221,3.60843444019625,2.24975584363226,hliml,0.383116883116883,0.383116883116883,0.11038961038961,0.506493506493507,118,2.04449498698042,1.51092144618006,0.22719079942022,0.299011453242979,16.3302563402088,10.18144855845,6.83779487613397,1.02816998733317,1.35320005421815
340,7016,10-19,F<2,hliml,19,0.995340802008907,1.49152538860605,0.194628287976106,1.49152538860605,375,0.93984962406015,1.76511575589919,1.71232820723892,0.395836729463529,hliml,0.648,0.648,0.0533333333333333,0.298666666666667,243,1.73143992353431,0.343877769584664,0.329542862817334,0.26334971351778,8.79794106522242,2.03380882388548,1.76684372636972,1.69319098597729,1.35309063372181
417,0106,10-19,F<2,hliml,10,0.6552715040132,1.09846325100261,0.455699104802771,1.09846325100261,253,0.634085213032582,2.34431003036891,3.15330933796914,1.83487482203789,hliml,0.387351778656126,0.387351778656126,0.225296442687747,0.387351778656126,98,1.15428452259403,1.25776870020743,0.182637721074602,0.190413503722682,6.91971808751722,4.0265052151727,2.76008595793008,0.400785779804525,0.417849194163096
548,6216,10-19,F<2,hliml,12,0.807931670235687,3.96746356337351,0.984805337182297,3.96746356337351,300,0.75187969924812,2.87734269181641,2.12228296754554,1.67738112008122,hliml,0.493333333333333,0.493333333333333,0.163333333333333,0.343333333333333,148,3.40463243107978,1.47739877121348,1.54441774392838,0.890555439658993,2.15502788969216,1.7032616058728,1.50019370877963,1.5682467241163,0.904295911115826
132,8465,10-19,F<2,hliml,16,0.879427634440334,1.19331595792309,0.343768139110139,1.19331595792309,289,0.724310776942356,1.50650361401815,2.22270386308227,0.41617749781393,hliml,0.650519031141869,0.650519031141869,0.217993079584775,0.131487889273356,188,1.41469699582696,0.35653975634406,0.283335768550529,0.273169249002087,6.46570641722602,1.21063429232048,1.03715183514965,0.82420601654347,0.794632247506123
604,2002,10-19,F<2,hliml,15,0.87597649417373,1.42514183601762,0.715906107555629,1.42514183601762,356,0.892230576441103,3.00742708525969,3.09101079717593,2.21507596058254,hliml,0.356741573033708,0.356741573033708,0.25,0.393258426966292,127,1.92913328699482,0.888823684961169,0.784512940558766,0.81935352943203,4.31762037584761,3.09408725139339,1.24153667021496,1.09583216608863,1.14449858827104
