"cell_id","sigma_new","omega_new","sigma_stage1","importer","good","adjust","hliml_status","final_source","sigma_prod","omega_prod","sigma_hliml_prod","omega_hliml_prod","sigma_step2_prod","omega_step2_prod","status_prod","sigma_diff","heuristic_boundary"
"736_8540",4.59352062276345,0.744083577314479,1.85125261728954,736,"8540",0,"ok","hliml",4.59352062275759,0.744083577319701,4.59352062275759,0.744083577319701,5.79610558857661,1.08500002185084,"ok",5.86464210527993e-12,FALSE
"740_7613",1.96282770861584,0.608876264206395,3.84883546375737,740,"7613",0,"ok","hliml",1.96282770861584,0.608876264206395,1.96282770861584,0.608876264206395,1.99721210142876,0.622508810547612,"ok",3.99680288865056e-15,FALSE
"752_6307",4.56253409794821,0.819603410393205,4.425003308572,752,"6307",1,"ok","step2_weighted",4.56253409794827,0.819603410393206,20.9979623136016,13.1068839652385,4.56253409794827,0.819603410393206,"ok",-5.77315972805081e-14,FALSE
"757_3402",3.40828386799037,9.8777025450541,4.43859081204996,757,"3402",0,"ok","hliml",3.40828386798541,9.87770254504996,3.40828386798541,9.87770254504996,3.4560216002394,9.87706204610643,"ok",4.95914420639565e-12,FALSE
"76_7015",2.26706450510601,4.30129077267933,3.25034270690669,76,"7015",1,"hliml_fail_no_convergence","step2_weighted",2.26706450510603,4.30129077267974,NA,NA,2.26706450510603,4.30129077267974,"ok",-2.35367281220533e-14,FALSE
"762_8423",1.484064870357,1e-04,3.21202859036063,762,"8423",1,"hliml_fail_no_convergence","step2_weighted",1.484064870357,1e-04,NA,NA,1.484064870357,1e-04,"ok",1.11022302462516e-15,FALSE
"764_3806",10,5.88138328123073,3.26050532706508,764,"3806",4,"hliml_fail_no_convergence","step2_weighted",10,5.88138328123406,NA,NA,20.9838608458102,5.88138328123406,"ok",0,TRUE
"768_8472",1.05278897851313,0.480035470866964,4.01131939912844,768,"8472",0,"ok","hliml",1.05278897851361,0.480035470867615,1.05278897851361,0.480035470867615,NA,NA,"ok",-4.79172257428218e-13,FALSE
"780_6301",6.74250443968392,1e-04,4.0575204772305,780,"6301",1,"hliml_fail_no_convergence","step2_weighted",6.74250443968397,1e-04,NA,NA,6.74250443968397,1e-04,"ok",-4.79616346638068e-14,FALSE
"792_1211",1.78061540716038,0.200293340460999,6.50888257993639,792,"1211",0,"ok","hliml",1.7806154071614,0.200293340461158,1.7806154071614,0.200293340461158,2.22236628868852,0.218768849453435,"ok",-1.01629815674187e-12,FALSE
"792_9612",1.00923804943786,0.0935646797779087,5.47533095419004,792,"9612",0,"ok","hliml",1.00923804943847,0.0935646797780177,1.00923804943847,0.0935646797780177,1.43509241871082,0.228501982112702,"ok",-6.09068351309361e-13,FALSE
"800_7318",4.7511481970784,1e-04,3.22475154113076,800,"7318",1,"hliml_fail_no_convergence","step2_weighted",4.75114819707841,1e-04,NA,NA,4.75114819707841,1e-04,"ok",-5.32907051820075e-15,FALSE
"807_4905",2.46436777544797,0.511507590426696,4.5681287200021,807,"4905",0,"ok","hliml",2.46436777544066,0.511507590426082,2.46436777544066,0.511507590426082,3.80793342242035,0.839198955432671,"ok",7.30615568045323e-12,FALSE
"826_0907",10,1e-04,32.2974181239066,826,"0907",4,"hliml_fail_no_convergence","step2_weighted",10,1e-04,NA,NA,22.4273646071423,1e-04,"ok",0,TRUE
"826_2303",3.09210923265289,1e-04,8.8214668650211,826,"2303",1,"hliml_fail_no_convergence","step2_weighted",3.0921092326529,1e-04,NA,NA,3.0921092326529,1e-04,"ok",-5.77315972805081e-15,FALSE
"834_2826",1.75667343767706,10,4.75577385664932,834,"2826",5,"hliml_fail_no_convergence","step2_weighted",1.75667343767707,10,NA,NA,1.75667343767707,11.1433138024605,"ok",-8.88178419700125e-15,FALSE
"84_1501",2.30825779834409,0.0555256664286799,3.16202792984051,84,"1501",1,"hliml_fail_no_convergence","step2_weighted",2.30825779834409,0.0555256664286799,NA,NA,2.30825779834409,0.0555256664286799,"ok",-3.5527136788005e-15,FALSE
"84_7313",10,1e-04,14.4609511280034,84,"7313",4,"hliml_fail_no_convergence","step2_weighted",10,1e-04,NA,NA,11.7702422098082,1e-04,"ok",0,TRUE
"858_8464",10,1e-04,2.65625429214444,858,"8464",4,"hliml_fail_no_convergence","step2_weighted",10,1e-04,NA,NA,82.1478261067061,1e-04,"ok",0,TRUE
"860_7310",1.45809590426576,1.78000161203309,3.6580435194646,860,"7310",0,"ok","hliml",1.45809593901217,1.78000159216872,1.45809593901217,1.78000159216872,1.97111128237375,2.00542416087519,"ok",-3.47464064187619e-08,FALSE
"887_1510",4.03587804155248,1.70351634912222,21.227694867864,887,"1510",0,"ok","hliml",4.03587804155248,1.70351634912222,4.03587804155248,1.70351634912222,2.11798340546289,1.08412760637992,"ok",0,FALSE
"894_3913",10,1e-04,3.27023505777395,894,"3913",4,"hliml_fail_no_convergence","step2_weighted",10,1e-04,NA,NA,14.5678869117185,1e-04,"ok",0,TRUE
"894_4909",1.24562401458532,0.0216564063857925,49.7070709931159,894,"4909",1,"hliml_fail_no_convergence","step2_weighted",1.24562401458527,0.0216564063857953,NA,NA,1.24562401458527,0.0216564063857953,"ok",5.24025267623074e-14,FALSE
"894_8505",3.01859889276045,10,10.4543298143729,894,"8505",5,"hliml_fail_no_convergence","step2_weighted",3.01859889276044,10,NA,NA,3.01859889276044,31.2117260480723,"ok",7.105427357601e-15,FALSE
